input,Conductivity [S/cm]
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$20,-2.0
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$23,-1.958607314841775
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$27,-1.8860566476931635
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$31,-1.853871964321762
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$35,-1.8239087409443189
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$43,-1.744727494896694
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$52,-1.6989700043360187
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.8$1.84$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-1.6575773191777938
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-1.7212463990471711
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$52,-1.769551078621726
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$44,-1.853871964321762
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$36,-1.9208187539523751
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$32,-2.0
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$27,-2.036212172654445
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-2.0915149811213505
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$20,-2.154901959985743
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$15,-2.214670164989233
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$11,-2.292429823902064
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOCFNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.76$1.74$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$7,-2.3665315444204134
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-1.9208187539523751
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$52,-1.958607314841775
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$44,-2.036212172654445
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$36,-2.113509274827518
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$31,-2.161150909262745
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$27,-2.229147988357856
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-2.283996656365201
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$19,-2.3665315444204134
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$16,-2.468521082957745
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$11,-2.585026652029182
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|1.91$1.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$8,-2.657577319177794
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-1.958607314841775
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$52,-2.0222763947111524
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$44,-2.0861861476162837
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$36,-2.1739251972991736
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$32,-2.2365720064370627
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$28,-2.292429823902064
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$23,-2.3467874862246565
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$20,-2.408935392973501
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$16,-2.4814860601221125
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$11,-2.585026652029182
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|COCCOC(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.15$2.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$7,-2.638272163982407
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.08$2.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$7,-2.283996656365201
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.08$2.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$12,-2.193820026016113
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.08$2.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$15,-2.1426675035687315
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.08$2.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$19,-2.0861861476162837
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.08$2.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-2.0315170514460648
F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|CCOCCOCCNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$NAN_Tm$NAN_Tg|2.08$2.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$28,-2.0
